segment_id,system_id,BERTScore,BLEU,BLEURT-20,COMET-22,CometKiwi,GEMBA-ESA,MEE4,MQM,MetricX-24-Hybrid,MetricX-24-Hybrid-QE,PrismRefMedium,PrismRefSmall,XCOMET,XCOMET-QE,XLsimMqm,YiSi-1,chrF,chrfS,damonmonli,metametrics_mt_mqm_hybrid,metametrics_mt_mqm_qe,sentinel-cand,sentinel-ref,sentinel-src,spBLEU
1,IOL_Research,0.7724,4.0654,0.7490,0.8342,0.8531,100,0.6258,-1,-1.1151,-0.5553,-2.0747,-1.9498,0.9989,0.9874,0.8500,0.9187,45.1739,0.5623,57.3708,1.4212,1.1830,0.5227,0.4126,0.1103,16.1956
1,J,0.6923,6.5673,0.1894,0.3920,0.2876,10,0.3994,null,-20.0624,-19.9485,-3.8085,-4.3330,0.0727,0.1321,0.7851,0.8324,17.5308,0.3139,28.3814,0.7836,0.7137,-0.1144,0.4126,0.1103,4.9414
1,K,0.8298,12.2231,0.5164,0.7188,0.7394,40,0.7206,null,-8.6257,-8.1616,-2.8421,-2.8890,0.8644,0.8567,0.8139,0.9047,46.1220,0.6194,50.7553,1.2056,1.1034,-0.3255,0.4126,0.1103,25.6042
1,L,0.8421,10.5527,0.6375,0.7681,0.8043,50,0.7192,null,-8.0651,-7.5664,-2.6850,-2.5240,0.8672,0.8444,0.7752,0.9175,45.7000,0.6159,52.1827,1.2226,1.1421,-0.1440,0.4126,0.1103,25.4598
1,Llama3-70B,0.7915,4.0272,0.7467,0.8433,0.8532,100,0.6770,-0,-1.1946,-0.7079,-2.0986,-2.1440,0.9949,0.9846,0.8653,0.9182,39.5526,0.5703,56.6797,1.4258,1.1792,0.4616,0.4126,0.1103,6.5383
1,M*,0.7888,5.5224,0.3675,0.6809,0.6820,33,0.6906,-0,-10.5216,-7.8306,-2.9827,-3.1086,0.8601,0.9136,0.7830,0.8921,33.4043,0.5418,52.1003,1.1994,1.0775,-0.1573,0.4126,0.1103,6.8549
1,Mistral-Large,0.7923,4.4569,0.7653,0.8468,0.8512,100,0.7070,-0,-1.1544,-1.0013,-2.0115,-2.0431,0.9970,0.9851,0.8745,0.9219,45.3046,0.6006,55.9930,1.4325,1.1850,0.4971,0.4126,0.1103,17.1247
1,ONLINE-A,0.8301,12.2231,0.5328,0.7644,0.7820,50,0.7345,-0,-8.3463,-7.7349,-2.5358,-2.6269,0.8836,0.8678,0.7977,0.9180,45.8398,0.6281,51.9366,1.2157,1.1074,-0.2416,0.4126,0.1103,25.5764
1,ONLINE-B,0.8084,4.9324,0.7528,0.8362,0.8382,100,0.7184,-0,-1.3954,-1.4911,-2.1065,-2.1911,0.9915,0.9820,0.8801,0.9252,45.6274,0.6088,53.5960,1.4266,1.1906,0.3600,0.4126,0.1103,18.1673
1,ONLINE-W,0.7923,4.4569,0.7653,0.8464,0.8512,100,0.7070,-0,-1.1670,-0.9924,-1.9399,-1.9862,0.9970,0.9851,0.8745,0.9219,45.3046,0.6006,55.9930,1.4325,1.1850,0.4971,0.4126,0.1103,17.1247
