segment_id,system_id,BERTScore,BLEU,chrF,COMET22,*COMETKiwi22,*sentinel-cand,*sentinel-src,spBLEU,YiSi-1,MetricX-25,*mr7.2.1,*Polycand-2,rankedCOMET,*UvA-MT
0,GPT-4.1,0.8963225,58.23915,52.68855,0.90825,0.7756000000000001,-0.051271192729473114,0.10881343483924866,54.240849999999995,0.896901,-5.93237578868866,86.5,98.02032852172852,0.8956853231675619,-0.6234525
0,Gemini-2.5-Pro,0.8573845,46.75065,39.64,0.8759,0.77225,0.030427101999521255,0.10881343483924866,41.8463,0.8622345,-6.400134086608887,86.5,97.9032096862793,0.7297984173742275,-1.475462
0,Algharb,0.8643185,48.8862,41.92145,0.8968499999999999,0.7952,0.03819277510046959,0.10881343483924866,46.6312,0.8615655,-5.525691509246826,84.0,98.19613647460938,0.906717495523595,-0.9693974999999999
0,Shy,0.8851645,51.66005,48.4137,0.91105,0.7932,-0.030730288475751877,0.10881343483924866,47.569050000000004,0.8881005,-5.712325096130371,81.5,98.14424514770508,0.9250274360307283,-0.7986599999999999
0,bb88,0.8794310000000001,48.69025,43.447649999999996,0.8986,0.7827500000000001,-0.02140771597623825,0.10881343483924866,43.2174,0.8777744999999999,-5.221510648727417,87.0,98.04987716674805,0.906313175070756,-1.0305045
0,Claude-4,0.8807389999999999,52.35209999999999,49.22605,0.8913500000000001,0.80025,-0.2531002163887024,0.10881343483924866,47.927,0.8792565,-7.407774567604065,81.5,96.47613143920898,0.7332062611910126,-0.909105
0,Qwen3-235B,0.8798045,49.5519,43.24495,0.9054,0.79095,0.1394089050590992,0.10881343483924866,48.597300000000004,0.881795,-5.849706649780273,86.5,98.13698959350586,0.9276843990065269,-1.3165645000000001
0,CommandA-MT,0.8776465,49.9409,45.029799999999994,0.9016,0.7948500000000001,-0.019743576645851135,0.10881343483924866,44.77705,0.876441,-5.905394196510315,86.5,97.14229202270508,0.8750649800727777,-0.973926
0,TowerPlus-72B,0.8705635,50.9264,45.54935,0.8916999999999999,0.79635,-0.0723942806944251,0.10881343483924866,48.54985,0.8637505000000001,-6.140138149261475,82.5,98.05435943603516,0.8560041587246578,-0.923343
0,CommandA,0.886296,51.3895,46.01475,0.8985000000000001,0.7996000000000001,-0.20902327448129654,0.10881343483924866,48.330650000000006,0.887067,-8.084702968597412,82.5,97.95368957519531,0.8199041182926124,-0.7003325
0,DeepSeek-V3,0.892297,59.53150000000001,57.706599999999995,0.89775,0.80235,0.003982827067375183,0.10881343483924866,59.10724999999999,0.888717,-5.412024259567261,90.0,98.1207160949707,0.8356148558886386,-1.104401
0,Wenyiil,0.8550355000000001,44.1602,38.092,0.8946000000000001,0.7866,0.04112055152654648,0.10881343483924866,42.89845,0.849439,-6.708714962005615,73.0,97.47134399414062,0.8959163634263271,-1.043753
0,Mistral-Medium,0.8797649999999999,55.55135,52.517700000000005,0.8854,0.7291000000000001,-0.1598399430513382,0.10881343483924866,54.9366,0.877365,-6.784347057342529,80.5,97.62049865722656,0.7907930456882112,-0.664954
0,Kaze-MT,0.8601705,47.6464,43.73195,0.9003,0.8034,0.05872930586338043,0.10881343483924866,43.457300000000004,0.8646575000000001,-5.094239115715027,84.0,98.02764129638672,0.9109917403107491,-1.074515
0,TowerPlus-9B,0.8584860000000001,50.3424,47.9032,0.8806,0.7617,-0.05100151523947716,0.10881343483924866,47.129149999999996,0.8517855,-9.601223945617676,81.5,97.88024520874023,0.7794720730087217,-0.9058795
0,UvA-MT,0.8865095000000001,48.9979,43.6279,0.9024,0.7737,-0.10774252191185951,0.10881343483924866,44.588350000000005,0.8833394999999999,-5.840606451034546,80.5,97.90905380249023,0.85201871426096,-0.419564
0,IRB-MT,0.861186,45.5291,41.7619,0.8807499999999999,0.71835,-0.11632717028260231,0.10881343483924866,43.0679,0.8587940000000001,-8.352582931518555,82.5,97.98674774169922,0.7805695142378559,-1.0610055
0,NTTSU,0.881683,51.54559999999999,47.80535,0.90825,0.7895000000000001,0.11489664390683174,0.10881343483924866,47.91715000000001,0.8778440000000001,-6.553539514541626,71.0,98.14169692993164,0.9291861606884999,-0.9405635000000001
0,Yolu,0.8742605,47.46725,43.378299999999996,0.90445,0.78765,0.05157908424735069,0.10881343483924866,42.9474,0.8771305,-7.389353275299072,87.0,98.01386642456055,0.9097498989198868,-1.0476290000000001
0,MMMT,0.8742605,47.46725,43.378299999999996,0.90445,0.78765,0.05157908424735069,0.10881343483924866,42.9474,0.8771305,-7.416690468788147,87.0,97.87322235107422,0.909807658984578,-1.0476290000000001
0,GemTrans,0.862279,45.396100000000004,43.039649999999995,0.8960999999999999,0.7904500000000001,0.13998701237142086,0.10881343483924866,39.24325,0.866707,-5.9945783615112305,85.0,98.1283073425293,0.8249870039854444,-1.0015800000000001
0,Qwen2.5-7B,0.85162,44.659800000000004,39.359849999999994,0.8854500000000001,0.73985,-0.09144259244203568,0.10881343483924866,42.6135,0.8466855,-9.846174716949463,75.0,97.7655258178711,0.817478195575579,-1.3676
0,SRPOL,0.83588,40.6624,36.13715,0.88165,0.76295,-0.07958159781992435,0.10881343483924866,37.76045,0.826749,-7.944708347320557,82.5,97.83065032958984,0.7913128862704326,-1.2807084999999998
0,In2x,0.857276,41.4837,38.7448,0.882,0.7436499999999999,-0.04377851914614439,0.10881343483924866,36.8011,0.866635,-5.4739885330200195,86.5,97.95698928833008,0.8044821810200427,-1.190056
