segment_id,system_id,BERTScore,BLEU,BLEURT-20,COMET-22,CometKiwi,GEMBA-ESA,MEE4,MQM,MetricX-24-Hybrid,MetricX-24-Hybrid-QE,PrismRefMedium,PrismRefSmall,XCOMET,XCOMET-QE,XLsimMqm,YiSi-1,chrF,chrfS,damonmonli,metametrics_mt_mqm_hybrid,metametrics_mt_mqm_qe,sentinel-cand,sentinel-ref,sentinel-src,spBLEU
1,A,0.4518,0,-0.0222,0.3117,0.4227,0,0.0281,null,-22.6350,-24.6304,-5.4286,-5.3324,0.0447,-0.0011,0.7646,0.3981,0,0.0187,7.1539,0.1595,0.1824,0.4357,0.2048,0.3211,0
1,Aya23,0.8357,32.1624,0.7013,0.9006,0.8388,66,0.7020,-5,-6.2118,-5.2511,-1.4293,-1.5423,0.9367,0.7991,0.9495,0.8485,26.5423,0.5511,52.2360,1.3798,1.1423,0.3742,0.2048,0.3211,32.4144
1,B,0.5264,0.7599,0.0758,0.2965,0.3080,0,0.1127,null,-22.0642,-24.7438,-4.8031,-4.6384,-0.0201,-0.0183,0.8162,0.4830,3.3344,0.0861,18.5404,0.1199,0.1707,-0.9698,0.2048,0.3211,1.0709
1,C,0.6963,17.1049,0.2771,0.4499,0.3281,10,0.4149,null,-16.2585,-15.4258,-2.7049,-2.8987,0.0071,0.0103,0.9309,0.6927,16.3419,0.3298,31.3728,0.4440,0.3756,-1.8671,0.2048,0.3211,12.4151
1,Claude-3.5,0.8733,36.4555,0.7236,0.9265,0.8886,100,0.7097,-0,-4.4129,-4.1042,-1.1412,-1.2671,0.8962,0.8249,0.9455,0.8723,30.3140,0.5706,56.7231,1.4164,1.1623,0.4476,0.2048,0.3211,32.8927
1,CommandR-plus,0.8599,42.5011,0.7469,0.8967,0.8750,66,0.5737,-0,-3.9974,-4.1414,-1.1688,-1.3590,0.8807,0.8201,0.9608,0.8709,36.6254,0.5098,57.8538,1.4125,1.1507,0.3903,0.2048,0.3211,37.4266
1,D,0.7706,19.1785,0.4041,0.6939,0.5257,0,0.6530,null,-10.9887,-10.5494,-2.2076,-2.2972,0.6258,0.6756,0.9559,0.7769,18.8692,0.4977,46.2480,0.9375,0.8989,-0.5464,0.2048,0.3211,13.8782
1,DLUT_GTCOM,0.8496,40.0446,0.7197,0.9222,0.8696,100,0.7093,-0,-4.7057,-4.2540,-1.1198,-1.3446,0.8746,0.7715,0.9516,0.8582,30.3998,0.5702,56.7420,1.4048,1.1599,0.4316,0.2048,0.3211,36.6873
1,E,0.7613,22.4086,0.2843,0.4700,0.3816,20,0.4823,null,-14.6597,-14.2564,-2.1210,-2.1565,0.5377,0.5476,0.9244,0.7507,20.3961,0.3900,34.6002,0.2758,0.7181,-0.9006,0.2048,0.3211,14.6069
1,F*,0.8120,26.2882,0.6151,0.8284,0.8522,50,0.6943,-0,-6.0572,-5.1913,-1.6828,-1.7601,0.8357,0.8140,0.9481,0.8165,22.6867,0.5267,51.0494,1.2157,1.1392,0.2676,0.2048,0.3211,15.7737
1,GPT-4,0.8698,34.0685,0.7237,0.9183,0.8767,100,0.5830,-0,-4.4496,-4.3068,-1.0819,-1.3578,0.7424,0.7441,0.9572,0.8727,29.6441,0.4952,56.0411,1.3906,1.1427,0.4219,0.2048,0.3211,26.3806
1,Gemini-1.5-Pro,0.8363,29.7320,0.7292,0.8999,0.8682,66,0.7031,-0,-4.3561,-3.9293,-1.2959,-1.4361,0.8978,0.8810,0.9500,0.8443,23.6142,0.5416,57.6867,1.3958,1.1733,0.4353,0.2048,0.3211,27.9664
1,IKUN-C,0.8049,29.9671,0.7359,0.8546,0.8404,66,0.5386,-2,-7.8909,-7.3717,-1.3885,-1.6935,0.6197,0.4054,0.9437,0.8249,25.6306,0.4510,54.0358,1.3382,1.1402,0.4077,0.2048,0.3211,21.8497
1,IOL_Research,0.9115,55.0672,0.7441,0.9259,0.8657,66,0.6329,-0,-4.2043,-4.5864,-0.9670,-1.1154,0.8451,0.8340,0.9577,0.9162,48.7166,0.5897,55.6639,1.4042,1.1566,0.2004,0.2048,0.3211,43.7423
1,Llama3-70B,0.8814,57.9215,0.6016,0.8019,0.6406,90,0.5984,-1,-8.2129,-9.3780,-1.4471,-1.5300,0.7456,0.6937,0.9562,0.8709,46.6894,0.5463,52.1760,1.3524,1.1035,-0.5138,0.2048,0.3211,48.8816
1,NTTSU,0.8514,33.6876,0.7130,0.9144,0.8698,66,0.6877,-0,-4.7149,-4.3953,-1.4394,-1.5129,0.9022,0.8474,0.9642,0.8580,28.1437,0.5597,53.0355,1.3798,1.1157,0.2274,0.2048,0.3211,28.5779
1,ONLINE-B,0.8977,36.9239,0.7873,0.9002,0.8568,100,0.7179,-0,-4.1863,-5.1281,-1.2310,-1.5973,0.9276,0.8872,0.9491,0.9046,32.0251,0.5925,58.1384,1.4032,1.1609,0.1341,0.2048,0.3211,29.0040
1,Team-J,0.8447,24.4018,0.7807,0.9110,0.8934,100,0.7029,-0,-4.8444,-4.3818,-1.2053,-1.3009,0.8702,0.7752,0.9386,0.8481,21.5536,0.5459,57.2566,1.4186,1.1473,0.4779,0.2048,0.3211,15.9805
1,Unbabel-Tower70B,0.9321,60.2752,0.8069,0.9388,0.8791,66,0.7322,-0.1000,-3.7333,-8.5817,-1.0338,-1.0680,0.9119,0.8483,0.9532,0.9290,52.2618,0.6572,57.0522,1.4251,1.1646,0.3640,0.2048,0.3211,51.8512
2,A,0.4697,0.0219,-0.0044,0.2444,0.3723,0,0.1162,null,-22.5556,-22.3369,-3.1991,-3.4692,-0.0160,0.0045,0.8348,0.4313,0.8703,0.0807,25.5431,0.1039,0.1800,-2.0996,0.1119,0.0833,0.0747
2,Aya23,0.8937,45.6946,0.7822,0.9022,0.8758,95,0.7159,-0,-3.6585,-4.0305,-0.8266,-0.9673,0.8031,0.7094,0.9508,0.8842,39.9626,0.6270,52.3588,1.3692,1.0030,0.3000,0.1119,0.0833,34.5951
2,B,0.6243,6.7136,0.0793,0.3675,0.3238,0,0.3779,null,-15.6304,-16.4850,-3.1921,-3.3599,-0.0321,-0.0119,0.9096,0.5923,8.8665,0.2836,29.1759,0.1271,0.1732,-2.1187,0.1119,0.0833,3.5194
2,C,0.6277,4.6299,0.1456,0.2945,0.3536,0,0.4396,null,-16.4105,-17.2905,-2.1400,-2.2687,-0.0441,-0.0294,0.8786,0.6368,5.9933,0.3124,26.7129,0.1086,0.1764,-2.4757,0.1119,0.0833,2.8506
2,Claude-3.5,0.8677,42.7076,0.7389,0.9052,0.8879,100,0.7171,-1,-3.7472,-4.1187,-0.8945,-0.9999,0.7693,0.4682,0.9423,0.8606,37.9773,0.6204,48.5211,1.3516,0.9741,0.2583,0.1119,0.0833,36.0598
2,CommandR-plus,0.8748,45.8348,0.7287,0.8958,0.7804,100,0.7170,-0,-3.9538,-4.2590,-0.9668,-1.0819,0.6766,0.4705,0.9499,0.8723,39.5815,0.6264,48.4879,1.3133,1.0355,0.2584,0.1119,0.0833,37.2946
2,D,0.7295,15.1336,0.2815,0.5338,0.3661,0,0.5645,null,-15.2835,-15.3667,-2.5230,-2.4687,-0.0021,0.0044,0.9394,0.7027,15.7123,0.4331,32.2354,0.4719,0.2418,-1.3264,0.1119,0.0833,6.3417
2,DLUT_GTCOM,0.8921,44.6555,0.7536,0.8781,0.8813,100,0.7084,-0,-3.5504,-4.0689,-0.8322,-0.9511,0.8059,0.5744,0.9540,0.8845,38.4786,0.6166,50.9731,1.3831,0.9661,0.2666,0.1119,0.0833,36.1508
2,E,0.7486,11.4651,0.4102,0.6313,0.4672,33,0.6106,null,-10.1439,-9.6928,-2.3899,-2.6363,0.1152,0.1209,0.9455,0.7285,14.1628,0.4584,36.5641,0.9181,0.6469,-0.3327,0.1119,0.0833,5.2166
2,F*,0.7823,3.1185,0.5288,0.7814,0.6941,70,0.6548,-2,-6.2273,-5.8941,-1.5535,-1.8092,0.3303,0.2523,0.9361,0.7812,5.6690,0.4542,44.7405,1.1533,0.9946,0.0863,0.1119,0.0833,1.9688
2,GPT-4,0.8769,41.3367,0.7431,0.9098,0.8836,100,0.7144,-0,-3.4296,-3.8367,-0.9605,-1.0762,0.7992,0.5387,0.9501,0.8746,36.0992,0.6116,46.2543,1.3684,1.0355,0.4035,0.1119,0.0833,30.7222
2,Gemini-1.5-Pro,0.8916,51.4912,0.7651,0.9097,0.8669,100,0.7100,-0,-3.6598,-4.2671,-0.8274,-0.9230,0.7987,0.7373,0.9466,0.8856,44.8593,0.6415,50.4999,1.3542,1.0026,0.3083,0.1119,0.0833,44.8390
2,IKUN-C,0.8323,33.6453,0.7054,0.8665,0.8101,60,0.6851,-2,-5.4524,-6.0287,-1.2341,-1.5007,0.5744,0.3344,0.9540,0.8301,27.8952,0.5614,48.8650,1.2380,0.9583,0.2664,0.1119,0.0833,26.6600
2,IOL_Research,0.8820,46.2660,0.7720,0.9002,0.8888,100,0.7183,-0,-3.7196,-4.0751,-0.8354,-0.9555,0.7295,0.5132,0.9500,0.8801,40.2727,0.6299,48.7709,1.3747,0.9991,0.3268,0.1119,0.0833,35.9652
2,Llama3-70B,0.8385,36.2280,0.7127,0.8913,0.8743,100,0.6970,-0,-3.9095,-3.7688,-1.0018,-1.1851,0.8298,0.7259,0.9546,0.8340,30.3134,0.5783,47.3581,1.3477,1.0950,0.2769,0.1119,0.0833,27.8341
2,NTTSU,0.8708,34.9631,0.7295,0.8938,0.8689,100,0.7098,-0,-3.9008,-4.0437,-1.0759,-1.2382,0.6473,0.3878,0.9446,0.8589,32.3339,0.5944,49.1762,1.3432,1.0802,0.4926,0.1119,0.0833,26.8266
2,ONLINE-B,0.8669,47.2523,0.6661,0.8151,0.6782,60,0.7066,-0.1000,-6.6066,-7.3050,-1.2399,-1.4251,0.4227,0.1905,0.9481,0.8590,40.7858,0.6240,46.6733,1.1396,0.8904,0.0402,0.1119,0.0833,41.0284
2,Team-J,0.8774,40.2970,0.7542,0.9070,0.8980,100,0.7033,-0,-3.4394,-3.9795,-0.8466,-0.9530,0.8089,0.5849,0.9416,0.8759,32.5686,0.5910,49.4054,1.3897,1.0789,0.4703,0.1119,0.0833,33.2190
2,Unbabel-Tower70B,0.8780,43.3087,0.7317,0.9080,0.8770,100,0.7172,-0,-3.0718,-3.3969,-0.9946,-1.1003,0.7428,0.5167,0.9327,0.8654,38.1202,0.6210,45.6611,1.3941,1.0006,0.4914,0.1119,0.0833,35.9300
3,A,0.4796,0.2521,0.0484,0.2427,0.3625,0,0.0227,null,-21.7542,-21.5361,-1.8023,-1.8916,-0.0207,-0.0134,0.8454,0.4244,2.3077,0.0235,4.9722,0.1077,0.1788,-2.2563,0.2685,0.1951,0.4881
3,Aya23,0.9015,36.5544,0.7281,0.9109,0.8592,100,0.7148,-0,-4.9867,-5.3862,-0.8422,-1.0075,0.6938,0.5291,0.9707,0.8893,31.4267,0.5944,52.6740,1.3495,1.0100,0.1437,0.2685,0.1951,29.6918
3,B,0.6549,12.3800,0.1474,0.4235,0.2793,0,0.3506,null,-18.7023,-20.6786,-2.5127,-2.6229,-0.0347,-0.0199,0.9229,0.6254,13.5900,0.2826,8.8564,0.1383,0.1688,-2.3390,0.2685,0.1951,8.3882
3,C,0.7814,31.2009,0.3626,0.6098,0.4170,20,0.6562,null,-14.7319,-13.6471,-1.9295,-1.9936,0.0666,0.0598,0.9509,0.7650,29.8846,0.5458,42.8498,0.5408,0.3315,-1.5500,0.2685,0.1951,22.3909
3,Claude-3.5,0.8863,38.7513,0.7547,0.9152,0.8697,100,0.7294,-0,-4.5895,-4.7648,-0.9104,-1.0133,0.8957,0.6592,0.9700,0.8917,36.1727,0.6218,51.9913,1.3978,1.1404,0.3061,0.2685,0.1951,28.5005
3,CommandR-plus,0.9523,68.3162,0.7821,0.9287,0.8777,100,0.7474,-0,-3.8906,-4.5019,-0.5685,-0.5998,0.9169,0.7273,0.9657,0.9482,63.0695,0.7278,52.0697,1.4303,1.1408,0.4137,0.2685,0.1951,60.9131
3,D,0.8667,37.6562,0.7103,0.8679,0.7868,80,0.7276,null,-6.4457,-7.0385,-1.1683,-1.2072,0.5655,0.4714,0.9631,0.8568,36.1182,0.6165,49.9714,1.2452,1.0461,-0.0184,0.2685,0.1951,29.0911
3,DLUT_GTCOM,0.9331,54.6537,0.7757,0.9304,0.8945,100,0.7307,-0,-3.7746,-4.2781,-0.6659,-0.7528,0.8781,0.8070,0.9645,0.9321,48.7828,0.6698,51.8091,1.4114,1.1157,0.3625,0.2685,0.1951,45.0861
3,E,0.8457,32.8175,0.6124,0.8319,0.7202,80,0.7167,null,-8.6361,-7.5350,-1.3886,-1.4930,0.6233,0.4336,0.9374,0.8352,32.0879,0.5938,50.0894,1.1097,0.9247,-0.4799,0.2685,0.1951,28.3944
3,F*,0.9081,48.6506,0.7555,0.9152,0.8687,95,0.7250,-0,-5.1917,-5.0992,-0.9474,-0.9900,0.7146,0.4633,0.9721,0.8912,42.5564,0.6382,54.4737,1.3340,1.0940,0.2320,0.2685,0.1951,39.9792
3,GPT-4,0.8978,32.8934,0.7223,0.9084,0.8677,100,0.7097,-1,-5.2044,-5.1249,-0.9022,-1.0406,0.8845,0.6703,0.9697,0.8822,28.7515,0.5809,51.0720,1.3760,1.0858,0.2660,0.2685,0.1951,22.6077
3,Gemini-1.5-Pro,0.9225,55.3250,0.7814,0.9243,0.8814,100,0.7348,-0,-3.9867,-4.6677,-0.6747,-0.7000,0.9272,0.7379,0.9637,0.9234,48.7823,0.6726,52.0447,1.4243,1.1474,0.3488,0.2685,0.1951,45.1103
3,IKUN-C,0.8717,27.6809,0.6554,0.9143,0.8880,100,0.6932,-0,-4.9794,-5.0379,-0.9466,-1.0764,0.7766,0.4875,0.9648,0.8587,22.8764,0.5479,53.1322,1.4075,1.1374,0.3117,0.2685,0.1951,15.3397
3,IOL_Research,0.9340,49.1852,0.7803,0.9268,0.8790,100,0.7338,-0,-4.4438,-4.5991,-0.6604,-0.6990,0.9079,0.8021,0.9673,0.9368,43.1128,0.6508,52.0816,1.4045,1.1468,0.3779,0.2685,0.1951,37.0871
3,Llama3-70B,0.9061,39.4379,0.7836,0.9122,0.8656,100,0.7328,-0,-4.2682,-4.9152,-0.8342,-0.9752,0.9040,0.7660,0.9698,0.9022,35.5291,0.6216,52.4798,1.4144,1.1151,0.1060,0.2685,0.1951,32.3139
3,NTTSU,0.8767,32.1629,0.7571,0.9113,0.8363,95,0.7003,-1,-5.2174,-5.4237,-1.1231,-1.2870,0.7715,0.5943,0.9690,0.8564,27.2713,0.5691,52.4877,1.3528,1.0942,0.3327,0.2685,0.1951,29.5599
3,ONLINE-B,0.9091,55.4146,0.7944,0.9252,0.8742,100,0.7257,-0,-4.4782,-4.7039,-0.8828,-0.9838,0.9087,0.5202,0.9632,0.9154,49.7549,0.6702,49.8650,1.4124,1.1472,0.4071,0.2685,0.1951,45.1598
3,Team-J,0.8877,43.7380,0.7550,0.9213,0.8822,100,0.7124,-0,-4.7815,-4.8390,-0.9527,-1.0685,0.7665,0.3771,0.9667,0.8851,39.2315,0.6220,53.7885,1.3815,1.1656,0.4436,0.2685,0.1951,29.0115
3,Unbabel-Tower70B,0.9349,49.8525,0.7785,0.9363,0.8752,100,0.7313,-0,-3.8715,-4.7835,-0.7443,-0.7903,0.8405,0.4528,0.9595,0.9254,43.5693,0.6508,54.2314,1.4270,1.1685,0.4228,0.2685,0.1951,49.8393
4,A,0.4929,0.8248,-0.0389,0.2477,0.2011,0,-0.0136,null,-20.0180,-18.6103,-2.5590,-2.8187,-0.0203,-0.0173,0.8417,0.4559,1.3661,-0.0054,10.0685,0.1106,0.1594,-1.4467,0.2623,-0.2899,1.1436
4,Aya23,0.9253,49.6113,0.8311,0.9494,0.8068,100,0.6331,-0,-3.3198,-4.4740,-0.9153,-0.8906,0.7846,0.5232,0.9473,0.9361,44.5639,0.5801,53.6206,1.4058,0.9386,0.3677,0.2623,-0.2899,37.3079
4,B,0.6729,4.9618,0.1952,0.4746,0.2802,0,0.5344,null,-16.6432,-15.8341,-3.0352,-3.2165,-0.0046,0.0070,0.9465,0.6706,8.3455,0.3817,39.9007,0.2301,0.5273,-0.7868,0.2623,-0.2899,2.5149
4,C,0.7376,22.8958,0.4110,0.5778,0.3794,10,0.5400,null,-14.3524,-14.1848,-1.8741,-2.3476,0.1698,0.2732,0.9458,0.7498,18.5102,0.4223,43.8524,0.8295,0.5891,-0.9480,0.2623,-0.2899,22.3259
4,Claude-3.5,0.8908,45.5971,0.7868,0.9229,0.8016,100,0.7426,-0,-4.3698,-5.8477,-1.0845,-1.2179,0.9120,0.6792,0.9538,0.9043,37.9889,0.6330,53.0526,1.4079,0.9812,0.1736,0.2623,-0.2899,36.2389
4,CommandR-plus,0.8797,37.2610,0.8042,0.9039,0.7952,100,0.6842,-0,-3.7114,-4.7051,-1.0780,-1.1861,0.9290,0.6646,0.9504,0.8931,30.0777,0.5672,54.7874,1.4202,1.0127,0.1192,0.2623,-0.2899,35.9861
4,D,0.8025,24.5352,0.4719,0.7295,0.4934,33,0.5511,null,-8.6696,-11.0360,-1.7495,-2.4177,0.3430,0.2915,0.9456,0.8095,20.3718,0.4365,48.3188,1.1198,0.7955,-0.1664,0.2623,-0.2899,24.1926
4,DLUT_GTCOM,0.9298,65.2928,0.7665,0.9397,0.7889,80,0.7429,-0,-3.8601,-4.0605,-1.3013,-1.3039,0.8805,0.8624,0.9444,0.9041,60.3145,0.6994,53.0257,1.3396,0.9929,0.2265,0.2623,-0.2899,56.7753
4,E,0.8168,26.9953,0.6827,0.8051,0.6598,33,0.6096,null,-9.0353,-9.0961,-1.6983,-2.2991,0.7375,0.7367,0.9394,0.8315,21.9460,0.4808,48.1403,1.2029,0.8842,-0.3461,0.2623,-0.2899,24.6450
4,F*,0.8295,3.6592,0.4536,0.7357,0.7135,33,0.6048,-1,-7.9974,-6.3185,-1.4002,-1.5844,0.7858,0.7289,0.9428,0.8554,4.8536,0.4142,47.8387,1.1669,0.9904,-0.3138,0.2623,-0.2899,4.6994
4,GPT-4,0.8816,37.2329,0.7902,0.8897,0.8187,100,0.6293,-0,-4.2687,-4.6618,-1.1889,-1.2451,0.8647,0.5478,0.9530,0.9055,36.3350,0.5521,52.6268,1.4031,0.9995,0.0949,0.2623,-0.2899,28.1768
4,Gemini-1.5-Pro,0.8534,29.9944,0.7896,0.8287,0.6690,66,0.7042,-1,-5.6285,-5.8868,-1.4274,-1.6149,0.8259,0.8315,0.9365,0.8442,26.2290,0.5663,51.9475,1.2830,0.9698,-0.4591,0.2623,-0.2899,29.9869
4,IKUN-C,0.8469,21.8799,0.7068,0.9198,0.8094,66,0.6137,-0,-4.9474,-5.1811,-1.6174,-1.7156,0.6545,0.5060,0.9489,0.8466,23.2926,0.4957,54.2415,1.3714,1.1334,0.5338,0.2623,-0.2899,12.8620
4,IOL_Research,0.9055,41.4089,0.8012,0.9377,0.8370,100,0.6361,-0,-3.4005,-4.6999,-0.8905,-1.0478,0.8420,0.6235,0.9547,0.9262,39.5335,0.5684,52.0630,1.4232,0.9790,0.4068,0.2623,-0.2899,31.3517
4,Llama3-70B,0.8275,25.7487,0.7780,0.8732,0.7738,100,0.6940,-0,-4.5938,-5.9807,-1.5352,-1.7361,0.9445,0.8880,0.9512,0.8463,22.3980,0.5443,49.2084,1.3899,0.9457,-0.1094,0.2623,-0.2899,19.0041
4,NTTSU,0.8567,27.1527,0.7463,0.9106,0.6761,33,0.7044,-0,-7.4381,-5.5269,-1.6041,-1.6269,0.5551,0.4670,0.9360,0.8499,23.4823,0.5562,49.9178,1.2263,1.1491,0.5523,0.2623,-0.2899,28.2967
4,ONLINE-B,0.8491,46.8647,0.7131,0.9023,0.7219,33,0.6278,-0,-4.6658,-4.5455,-1.3127,-1.3603,0.5701,0.4617,0.9336,0.8765,40.6096,0.5630,53.1914,1.3722,0.9937,0.3146,0.2623,-0.2899,46.2238
4,Team-J,0.9034,53.5414,0.7950,0.9310,0.8036,70,0.7497,-0,-4.1231,-4.6990,-1.3305,-1.2397,0.8164,0.5540,0.9486,0.9216,47.7422,0.6622,55.2853,1.4134,1.0112,0.3774,0.2623,-0.2899,53.8299
4,Unbabel-Tower70B,0.9184,44.1369,0.7616,0.9395,0.8473,100,0.7327,-0,-3.7233,-4.3889,-1.3445,-1.3872,0.8767,0.8904,0.9490,0.9187,37.7986,0.6253,52.5464,1.4271,0.9272,0.4715,0.2623,-0.2899,33.5731
5,A,0.4821,0.0424,0.1619,0.2339,0.3555,0,0.1265,null,-22.2888,-21.2684,-1.8793,-2.1324,-0.0214,-0.0064,0.8193,0.4234,1.6779,0.0906,31.1277,0.0999,0.1768,-2.3140,-0.3571,-0.5641,0.0977
5,Aya23,0.8189,31.6526,0.6469,0.8561,0.8118,100,0.6880,-0,-5.1100,-5.8538,-1.4743,-1.8448,0.4439,0.2196,0.9290,0.8066,27.0369,0.5601,48.3558,1.0790,0.7112,-0.4317,-0.3571,-0.5641,23.7151
5,B,0.6249,5.4522,0.1470,0.4242,0.2133,0,0.4566,null,-16.3741,-15.8145,-2.7891,-3.1044,-0.0375,-0.0216,0.8838,0.5882,8.0112,0.3326,30.8313,0.1370,0.1598,-2.6238,-0.3571,-0.5641,2.5022
5,C,0.6530,5.6744,0.1045,0.4295,0.3366,0,0.5162,null,-16.0162,-15.8482,-2.8508,-3.1904,-0.0286,-0.0098,0.9042,0.6232,8.1974,0.3729,32.8106,0.1387,0.1735,-2.7504,-0.3571,-0.5641,2.8047
5,Claude-3.5,0.8173,32.6874,0.6110,0.8592,0.7450,100,0.6780,-1,-5.7060,-6.2395,-1.4237,-1.7600,0.4333,0.2194,0.9410,0.8044,27.6513,0.5557,45.9056,1.0511,0.7425,-0.3389,-0.3571,-0.5641,27.4876
5,CommandR-plus,0.7876,22.3711,0.4413,0.8384,0.7161,100,0.6921,-2,-5.2705,-6.3037,-1.5211,-1.9867,0.4738,0.4032,0.9146,0.7895,20.3208,0.5376,42.5964,1.1773,0.7169,-0.5587,-0.3571,-0.5641,16.9267
5,D,0.7041,8.0747,0.2770,0.5335,0.4682,20,0.5878,null,-13.4729,-13.1274,-2.3968,-2.9092,0.0160,0.0400,0.9105,0.6769,11.7859,0.4344,41.6693,0.1741,0.2993,-2.4669,-0.3571,-0.5641,7.8851
5,DLUT_GTCOM,0.8241,28.0017,0.6301,0.8661,0.7606,100,0.6992,-1,-5.0368,-5.4543,-1.2775,-1.6550,0.4154,0.2036,0.9243,0.8080,24.2870,0.5572,44.6201,1.1827,0.6803,-0.1907,-0.3571,-0.5641,23.3482
5,E,0.7183,5.1322,0.2419,0.5225,0.5098,10,0.5700,null,-12.8470,-12.9415,-2.1199,-2.7431,-0.0034,0.0227,0.9007,0.6920,9.1051,0.4126,41.1531,0.1654,0.3091,-2.4669,-0.3571,-0.5641,4.7806
5,F*,0.7818,19.8697,0.5455,0.7324,0.6859,33,0.6827,-2,-9.3051,-9.1121,-1.7359,-2.1381,0.1447,0.1685,0.9397,0.7656,19.2852,0.5252,45.1807,0.3444,0.5459,-0.9596,-0.3571,-0.5641,16.5747
5,GPT-4,0.8259,33.4604,0.6345,0.8854,0.7524,100,0.6994,-2,-5.0376,-6.4250,-1.3981,-1.7177,0.4593,0.2677,0.9238,0.8179,28.3209,0.5725,46.4107,1.2160,0.5800,-0.1566,-0.3571,-0.5641,29.7983
5,Gemini-1.5-Pro,0.8439,33.5678,0.6500,0.8872,0.7456,100,0.6902,-3,-5.0995,-5.7580,-1.2301,-1.5148,0.4762,0.3070,0.9312,0.8384,28.7390,0.5679,49.1106,1.2168,0.6982,0.0205,-0.3571,-0.5641,29.2089
5,IKUN-C,0.7910,22.0840,0.6386,0.8477,0.7582,50,0.6515,-1,-5.9749,-6.7681,-1.6268,-2.0045,0.1724,0.1357,0.9330,0.7744,20.3819,0.5107,45.3340,0.6118,0.7638,0.1600,-0.3571,-0.5641,16.2946
5,IOL_Research,0.8353,35.0152,0.6595,0.8719,0.7883,100,0.6975,-0,-4.6444,-5.7128,-1.3926,-1.6461,0.4153,0.3033,0.9355,0.8327,29.9732,0.5774,44.9480,1.2372,0.7037,-0.2554,-0.3571,-0.5641,29.6690
5,Llama3-70B,0.8102,29.5469,0.6096,0.8711,0.8131,100,0.6845,-1,-4.7095,-5.3987,-1.4013,-1.7769,0.4790,0.2733,0.9272,0.7964,25.1369,0.5506,48.2904,0.9661,0.6867,-0.2920,-0.3571,-0.5641,23.7291
5,NTTSU,0.8312,32.9762,0.6440,0.8690,0.8429,100,0.6784,-1,-4.9563,-4.9459,-1.3961,-1.7004,0.5518,0.4053,0.9067,0.8189,28.4395,0.5589,51.1205,1.1488,0.8288,-0.0549,-0.3571,-0.5641,31.3493
5,ONLINE-B,0.8760,46.0026,0.5820,0.8515,0.7171,80,0.7093,-1,-7.0870,-7.1843,-1.2531,-1.5034,0.2946,0.1501,0.9316,0.8709,39.0002,0.6191,48.9038,1.0017,0.5685,-0.4573,-0.3571,-0.5641,38.3289
5,Team-J,0.8182,26.0500,0.5849,0.8640,0.7576,95,0.6799,-1,-5.7918,-7.1148,-1.4882,-1.7724,0.2081,0.1252,0.9365,0.8031,23.3087,0.5407,44.1524,0.9781,0.7891,0.0701,-0.3571,-0.5641,23.5147
5,Unbabel-Tower70B,0.8228,25.1097,0.6771,0.8714,0.8387,100,0.6937,-0,-5.0719,-4.8873,-1.2960,-1.6645,0.5693,0.4302,0.9406,0.8187,22.0712,0.5452,53.1771,1.1672,0.7243,0.0110,-0.3571,-0.5641,20.5188
6,A,0.4853,0.2322,0.0102,0.2534,0.2995,0,0.0456,null,-21.0859,-21.0034,-2.4933,-2.4295,-0.0248,-0.0124,0.8295,0.4254,1.5337,0.0357,13.1124,0.1053,0.1716,-2.1734,0.0032,-0.0540,0.3018
6,Aya23,0.7989,22.5564,0.6946,0.8714,0.8548,100,0.6411,-1,-4.0596,-3.7993,-1.4098,-1.6933,0.4464,0.3538,0.9434,0.7802,20.1211,0.5028,55.2280,1.2770,1.1277,0.2192,0.0032,-0.0540,12.1260
6,B,0.5572,1.1297,0.0406,0.3260,0.2591,0,0.2179,null,-18.1209,-17.2803,-2.6569,-2.6989,-0.0345,-0.0178,0.9178,0.5012,3.6693,0.1575,14.2446,0.1198,0.1664,-2.1043,0.0032,-0.0540,1.0935
6,C,0.6044,1.5925,0.0348,0.3828,0.3197,0,0.3559,null,-16.8107,-16.0648,-3.0009,-3.2120,-0.0332,-0.0133,0.9124,0.5686,4.1015,0.2492,26.7524,0.1325,0.3413,-1.9846,0.0032,-0.0540,0.9838
6,Claude-3.5,0.8319,30.7733,0.7115,0.8863,0.8995,100,0.6487,-0,-3.3330,-2.8793,-1.0346,-1.3288,0.7434,0.5564,0.9540,0.8192,27.0907,0.5340,52.1692,1.3757,1.1324,0.2574,0.0032,-0.0540,22.1899
6,CommandR-plus,0.7954,23.9108,0.6437,0.8661,0.8725,100,0.6473,-1,-5.2601,-4.7158,-1.2705,-1.5142,0.5099,0.3665,0.9509,0.7690,20.5294,0.5085,55.3120,1.2885,1.1341,0.2739,0.0032,-0.0540,8.6131
6,D,0.6516,2.5729,0.1948,0.4445,0.4113,20,0.4340,null,-15.1050,-15.7014,-2.0886,-2.4192,0.0555,0.0942,0.9454,0.6143,5.7981,0.3092,44.4236,0.1678,0.4814,-1.7745,0.0032,-0.0540,1.6921
6,DLUT_GTCOM,0.8557,39.1458,0.7235,0.8910,0.8754,100,0.6510,-0,-3.9557,-3.9416,-0.9472,-1.1770,0.6158,0.4219,0.9366,0.8415,34.9110,0.5648,50.2108,1.3225,1.1544,0.2327,0.0032,-0.0540,34.4364
